lAboutText1	~1~ ~2~ (~3~ bits)
lDialogFavoriteTypesHelp14	Criar um "Menu Partilhado" para usar os favoritos em v·rios sistemas a partir do mesmo ficheiro de definiÁıes numa localizaÁ„o externa. Defina o nome para o menu partilhado, a localizaÁ„o do ficheiro de definiÁıes externas e diversas opÁıes.`n`nOs menus partilhados podem ser utilizados nos modos "Pessoal", "Participativo" ou "Centralizado". Pode ser definido um Cat·logo de Menus Partilhados no separador Options "Geral" para facilitar a adiÁ„o de menus partilhados.`n`nOs menus patilhados podem ser editados como menus normais. SÛ os utilizadores seleccionados podem editar menus partilhados Centralizados. Veja as perguntas frequentes (FAQ) no site para mais ajuda.
lDialogFavoriteTypesHelp15	Crie um "Separador de Texto" para inserir cabeÁalhos dando mais clareza ao seu menu.`n`nPor defeito, os separadores de texto n„o possuem Ìcone mas pode seleccionar um no separador "OpÁıes do Menu".
lDialogFavoriteTypesHelp16	Criar um atalho para uma "App Windows".`n`nSeleccione a App Windows da lista de apps instaladas no seu sistema.`n`nEsta lista È actualizada no arranque do QAP e a pedido do utilizador.
lDialogFavoriteTypesHelp2	Criar um atalho para um "Documento".`n`nDefina o nome do menu do favorito, atalho e diversas opÁıes do menu.`n`nAs definiÁıes avanÁadas permitem escolhar uma aplicaÁ„o especÌfica para abrir o documento e adicionar par‚metros opcionais.
lDialogFavoriteTypesHelp3	Criar um atalho para uma "AplicaÁ„o" (programa, batch ou script).`n`nLocalize o ficheiro execut·vel ou seleccione um dos programas em execuÁ„o. Defina diversas opÁıes do menu.`n`nAs definiÁıes avanÁadas permitem escolher uma pasta "Iniciar Em" e adicionar par‚metros.
lDialogFavoriteTypesHelp4	Criar um atalho para uma das 50 "Pastas Especiais" predefinidas do Windows, tais como: Bibliotecas, As Minhas Imagens, Reciclagem, TransferÍncias, etc.`n`nDefina diversas opÁıes do menu. As definiÁıes avanÁadas permitem definir a posiÁ„o da janela e opÁıes de gest„o de ficheiros.
lDialogFavoriteTypesHelp5	Criar uma "LigaÁ„o" para uma p·gina internet.`n`nDefina o nome do menu, endereÁo da p·gina (URL) e diversas opÁıes do menu.`n`nAs definiÁıes avanÁadas permitem seleccionar um navegador para abrir a ligaÁ„o e adicionar par‚metros opcionais.
lDialogFavoriteTypesHelp6	Criar um atalho para um "Site FTP".`n`nDefina o nome do menu, EndereÁo do site FTP (URL), utilizador, palavra-passe e diversas opÁıes do menu.`n`nAs definiÁıes avanÁadas permitem seleccionar um programa FTP para aceder ao site, adicionar par‚metros opcionais, definir a posiÁ„o da janela e codificar o nome de utilizador e palavra-passe.`n`nNota: a palavra-passe N√O È encriptada ao ser enviada para a Internet.
lDialogFavoriteTypesHelp7	Inserir algures no seu menu "FunÁıes Quick Access Popup" tais como: ~1~, ~2~, ~3~, ~4~, ~5~, etc.`n`nVer descriÁıes e ligaÁıes de ajuda para mais informaÁ„o.
lDialogFavoriteTypesHelp8	Reunir favoritos relacionados num "Submenu".`n`nAtribua um nome ao seu submenu e seleccione opÁıes de menu.`n`nAdicione favoritos ao seu submenu. Mova um favorito para outro submenu ou grupo usando o bot„o "Mover" ou o separador "OpÁıes do Menu" da janela "Editar favorito".
lDialogFavoriteTypesHelp9	Carregar um "Grupo" de favoritos, todos com uma sÛ tecla de atalho!`n`nAtribua um nome ao seu grupo e defina diversas opÁıes para o seu grupo.`n`nAdicione favoritos ao seu grupo. Mova um favorito para outro grupo ou submenu usando o bot„o "Mover" ou o separador "OpÁıes do Menu" da janela "Editar favorito".`n`nAs opÁıes avanÁadas permitem controlar a velocidade de restauro inserindo um atraso entre cada favorito a restaurar.
lDialogFavoriteTypesLabels	Pasta|Documento|AplicaÁ„o|Pasta Especial|LigaÁ„o (URL)|Site FTP|FunÁ„o QAP|Submenu|Grupo||||Snippet|Menu Partilhado|Separador de Texto|App Windows App
lDialogFavoriteTypesLocationLabels	Pasta (atalho)|Documento (atalho e nome de ficheiro)|AplicaÁ„o (atalho e nome de ficheiro)||LigaÁ„o (URL)|Site FTP (URL)|||||||Conte˙do|Ficheiro de definiÁıes externas (atalho)|Separador de Texto|ID App Windows (AUMID)
lDialogFavoriteTypesShortNames	Pasta|Doc|App|Especial|LigaÁ„o|FTP|QAP|Menu|Grupo|Separador|Quebra de Coluna|..|Snippet|Partilhado|Texto|App Win
lDialogFavoriteWorkingDirNotFoundPrompt	A definiÁ„o avanÁada "Iniciar em" do favorito "~1~" n„o foi encontrada:`n~2~
lDialogFavoriteWorkingDirNotFoundTitle	Par‚metro Iniciar em n„o encontrado - ~1~
lDialogFileExtension	Extens„o do Ficheiro
lDialogFileLabel	Documento
lDialogFileName	Nome do Ficheiro
lDialogFileSize	Tamanho do Ficheiro
lDialogFolderLabel	Pasta
lDialogGetWebPageTitle	Obter tÌtulo
lDialogGetWinInfo	Para identificar a janela da qual pretende obter o tÌtulo, classe ou nome do processo, clique na janela alvo com a combimaÁ„o [~1~] do menu QAP.
lDialogGetWInInfo2Clippoard	TÌtulo da janela:`n"~1~"`n`nClasse:`n"~2~"`n`nProcesso:`n"~3~"`n`nCopiar esta informaÁ„o para a ¡rea de transferÍncia?
lDialogHotkeyInvisibleKeys	(OLD version *UPDATE next line and DELETE this line*) <a id="~1~">barra de espaÁos</a>, <a id="~2~">tab</a>, <a id="~3~">enter</a> ou <a id="~4~">escape</a>
lDialogHotkeys	Teclas de Atalho
lDialogHotkeysHelpHeader	Atalho|AcÁ„o
lDialogHotkeysManageAboutHotstrings	Cadeias de substituiÁ„o actualmente activas em ~1~
lDialogHotkeysManageAboutShortcuts	Teclas de atalho actualmente activas em ~1~
lDialogHotkeysManageAlternative	Alternativo
lDialogHotkeysManageAlternativeMenu	Menu Alternativo
lDialogHotkeysManageIntro	FaÁa duplo-clique num favorito para alterar os seus ~1~.
lDialogHotkeysManageListHeader	Menu|Favorito|Tipo|~1~|LocalizaÁ„o ou Conte˙do do Favorito
lDialogHotkeysManageListHeaderHotstrings	Cadeias de substituiÁ„o|OpÁıes
lDialogHotkeysManageListSeeAllFavorites	Ver todos os favoritos
lDialogHotkeysManageListSeeShortHotkeyNames	Ver nomes abreviados das teclas de atalho e opÁıes de cadeias de substituiÁ„o
lDialogHotkeysManagePopup	Popup
lDialogHotkeysManageShortcutHotstringLower	tecla de atalho|cadeia de substituiÁ„o
lDialogHotkeysManageTitle	Gerir Teclas de atalho - ~1~ ~2~
lDialogHotstring	Cadeia de substituiÁ„o
lDialogHotstringCaseSensitive	SensÌvel a Mai˙sc/min˙sc
lDialogHotstringExpandInsideWords	Expandir dentro de outras palavras
lDialogHotstringIndicator	cs
lDialogHotstringKeepHotstring	Manter abreviatura da cadeia de substituiÁ„o
lDialogHotstringNotWaitEndingKey	N„o esperar por tecla final
lDialogHotstrings	Cadeias de substituiÁ„o
lDialogHotstringsDescription	Exibe uma caixa de di·logo com uma vista geral das cadeias de substituiÁ„o (pequenas sequÍncia de teclas que activam automaticamente os favoritos QAP). Pode ordenar os favoritos clicando no cabeÁalho.`n`nFaÁa duplo clique numa cadeia de substituiÁ„o para edit·-la.`n`nClique na caixa de selecÁ„o "Ver todos os favoritos" para atribuir cadeias de substituiÁ„o a outros favoritos.
lDialogHotstringTriggerAbbreviation	Activador (abreviatura):
lDialogHotstringTriggerOptions	Cadeia de substituiÁ„o (activador e opÁıes)
lDialogIcon	Õcone do Favorito
lDialogIconsManage	Õcones
lDialogIconsManageAbout	Seleccione novos Ìcones para os seus favoritos ou defina-os para o Ìcone padr„o do seu tipo. N„o se esqueÁa de guardar as alteraÁıes na janela "Personalizar".
lDialogIconsManageCurrent	Õcone actual
lDialogIconsManageDefault	Õcone padr„o
lDialogIconsManageDescription	Exibe uma caixa de di·logo listando todos os favoritos no seu menu QAP com os seus Ìcones actuais e o Ìcone padr„o para este tipo de favorito. Os favoritos s„o agrupados em sub-menus, pela ordem que aparecem no seu menu.`n`nClique nos botıes para seleccionar um Ìcone personalizado para um favorito oureponha um favorito para o seu Ìcone padr„o.
lDialogIconsManageFavoriteName	Nome do favorito
lDialogIconsManageNext	Seguinte
lDialogIconsManageParentMenu	Menu principal do Favorito
lDialogIconsManagePrevious	Anterior
lDialogIconsManageSetDefaultIcon	Definir Ìcone padr„o
lDialogIconsManageTitle	Gerir Õcones - ~1~ ~2~
lDialogInputExample	Inserir Exemplo
lDialogInputParameter	Inserir par‚metro - ~1~
